Company Code,G/L Account
5100,21119010
5400,21119010
5500,21119010
5600,21119010
5100,21119011
5400,21119011
5500,21119011
5600,21119011
5400,21119020
5600,21119020
5100,21121010
5400,21121010
5500,21121010
5600,21121010
5100,21121011
5400,21121011
5500,21121011
5600,21121011
5100,21121020
5400,21121020
5500,21121020
5600,21121020
5100,21121021
5400,21121021
5500,21121021
5600,21121021
5100,21122010
5400,21122010
5500,21122010
5600,21122010
5100,21122011
5400,21122011
5500,21122011
5600,21122011
5100,21123010
5400,21123010
5500,21123010
5600,21123010
5100,21123011
5400,21123011
5500,21123011
5600,21123011
5100,21124010
5400,21124010
5500,21124010
5600,21124010
5100,21124011
5400,21124011
5500,21124011
5600,21124011
5100,21150100
5400,21150100
5500,21150100
5600,21150100
5100,21150200
5400,21150200
5500,21150200
5600,21150200
5100,21150300
5400,21150300
5500,21150300
5600,21150300
5100,21150400
5400,21150400
5500,21150400
5600,21150400
5100,21150500
5400,21150500
5500,21150500
5600,21150500
5100,21150600
5400,21150600
5500,21150600
5600,21150600
5100,21150700
5400,21150700
5500,21150700
5600,21150700
5100,21150800
5400,21150800
5500,21150800
5600,21150800
5100,21150900
5400,21150900
5500,21150900
5600,21150900
5100,21151100
5400,21151100
5500,21151100
5600,21151100
5100,21151200
5400,21151200
5500,21151200
5600,21151200
5100,21151300
5400,21151300
5500,21151300
5600,21151300
5100,21151400
5400,21151400
5500,21151400
5600,21151400
5100,21159900
5400,21159900
5500,21159900
5600,21159900
5100,21159901
5400,21159901
5500,21159901
5600,21159901
5100,21160100
5500,21160100
5600,21160100
5400,21210110
5600,21210110
5400,21210111
5600,21210111
5100,21210210
5400,21210210
5500,21210210
5600,21210210
5100,21210211
5400,21210211
5500,21210211
5600,21210211
5400,21210310
5600,21210310
5400,21210311
5600,21210311
5100,21210410
5400,21210410
5500,21210410
5600,21210410
5100,21210411
5400,21210411
5500,21210411
5600,21210411
5100,21210510
5400,21210510
5500,21210510
5600,21210510
5400,21210511
5600,21210511
5100,21250100
5500,21250100
5600,21250100
5400,21250200
5600,21250200
5100,21250300
5400,21250300
5500,21250300
5600,21250300
5400,21250400
5600,21250400
5100,21259900
5400,21259900
5500,21259900
5600,21259900
5100,21259901
5400,21259901
5500,21259901
5600,21259901
5400,22110100
5100,22110200
5500,22110200
5600,22110200
5100,22111500
5500,22111500
5600,22111500
5100,22210100
5500,22210100
5600,22210100
5100,22210200
5500,22210200
5600,22210200
5100,22210300
5500,22210300
5600,22210300
5100,22220100
5500,22220100
5600,22220100
5100,22220110
5500,22220110
5600,22220110
5100,22220111
5100,22220112
5100,22220130
5500,22220130
5600,22220130
5100,22220140
5500,22220140
5600,22220140
5100,22220150
5500,22220150
5600,22220150
5100,22220200
5500,22220200
5600,22220200
5100,22220300
5500,22220300
5600,22220300
5100,22220400
5500,22220400
5600,22220400
5100,22220410
5100,22230100
5500,22230100
5600,22230100
5100,22240100
5500,22240100
5600,22240100
5100,22240200
5500,22240200
5600,22240200
5100,22240300
5500,22240300
5600,22240300
5100,22240400
5500,22240400
5600,22240400
5100,22250100
5500,22250100
5600,22250100
5100,22250200
5500,22250200
5600,22250200
5100,23111100
5500,23111100
5600,23111100
5100,23111190
5500,23111190
5600,23111190
5100,23111200
5500,23111200
5600,23111200
5100,23111290
5500,23111290
5600,23111290
5100,23111300
5500,23111300
5600,23111300
5100,23111390
5500,23111390
5600,23111390
5100,23111400
5500,23111400
5600,23111400
5100,23111490
5500,23111490
5600,23111490
5100,23112100
5500,23112100
5600,23112100
5100,23112200
5500,23112200
5600,23112200
5100,23113100
5500,23113100
5600,23113100
5100,23113190
5500,23113190
5600,23113190
5100,23113200
5500,23113200
5600,23113200
5100,23114100
5500,23114100
5600,23114100
5100,23114190
5500,23114190
5600,23114190
5100,23115100
5300,23115100
5500,23115100
5600,23115100
5100,23115190
5500,23115190
5600,23115190
5100,23115200
5500,23115200
5600,23115200
5100,23115290
5500,23115290
5600,23115290
5100,23116100
5300,23116100
5500,23116100
5600,23116100
5100,23116200
5400,23116200
5500,23116200
5600,23116200
5100,23116300
5400,23116300
5500,23116300
5600,23116300
5100,23116400
5400,23116400
5500,23116400
5600,23116400
5100,23116500
5400,23116500
5500,23116500
5600,23116500
5100,23116600
5400,23116600
5500,23116600
5600,23116600
5100,23116900
5500,23116900
5600,23116900
5100,23117100
5400,23117100
5500,23117100
5600,23117100
5100,23117900
5500,23117900
5600,23117900
5100,23118100
5500,23118100
5600,23118100
5100,23118190
5500,23118190
5600,23118190
5100,23118200
5500,23118200
5600,23118200
5100,23118300
5500,23118300
5600,23118300
5100,23119100
5500,23119100
5600,23119100
5100,23119200
5500,23119200
5600,23119200
5100,23119300
5500,23119300
5600,23119300
5100,23121100
5500,23121100
5600,23121100
5100,23121200
5500,23121200
5600,23121200
5100,23121300
5400,23121300
5500,23121300
5600,23121300
5100,23122100
5300,23122100
5500,23122100
5600,23122100
5100,23122200
5500,23122200
5600,23122200
5100,23125100
5500,23125100
5600,23125100
5100,23125200
5500,23125200
5600,23125200
5100,23125300
5500,23125300
5600,23125300
5100,23125400
5500,23125400
5600,23125400
5100,23129100
5500,23129100
5600,23129100
5100,23129200
5300,23129200
5500,23129200
5600,23129200
5100,23129300
5500,23129300
5600,23129300
5100,23129500
5400,23129500
5500,23129500
5600,23129500
5100,23131100
5400,23131100
5500,23131100
5600,23131100
5600,23131101
5100,23131200
5300,23131200
5400,23131200
5500,23131200
5600,23131200
5100,23131300
5500,23131300
5600,23131300
5100,23131400
5500,23131400
5600,23131400
5400,23131401
5600,23131401
5100,23135100
5500,23135100
5600,23135100
5100,23139100
5500,23139100
5600,23139100
5100,23139200
5500,23139200
5600,23139200
5100,23139300
5500,23139300
5600,23139300
5100,23139400
5500,23139400
5600,23139400
5100,23141100
5400,23141100
5500,23141100
5600,23141100
5100,23141200
5400,23141200
5500,23141200
5600,23141200
5100,23142980
5400,23142980
5500,23142980
5600,23142980
5100,23142990
5500,23142990
5600,23142990
5100,23143510
5400,23143510
5600,23143510
5100,23143511
5100,23143512
5400,23143512
5600,23143512
5100,23143520
5400,23143520
5600,23143520
5100,23143521
5400,23143521
5600,23143521
5100,23143522
5400,23143522
5600,23143522
5100,23143530
5400,23143530
5600,23143530
5100,23143531
5100,23143532
5400,23143532
5600,23143532
5100,23143540
5400,23143540
5600,23143540
5100,23143541
5100,23143542
5400,23143542
5600,23143542
5100,23143550
5400,23143550
5600,23143550
5100,23143551
5100,23143552
5400,23143552
5600,23143552
5100,23143560
5400,23143560
5600,23143560
5100,23143561
5100,23143562
5400,23143562
5600,23143562
5100,23143570
5400,23143570
5600,23143570
5100,23143571
5100,23143572
5400,23143572
5600,23143572
5100,23143580
5400,23143580
5600,23143580
5100,23143581
5100,23143582
5400,23143582
5600,23143582
5100,23143590
5400,23143590
5600,23143590
5100,23143591
5100,23143592
5400,23143592
5600,23143592
5100,23143600
5400,23143600
5600,23143600
5100,23143601
5400,23143601
5600,23143601
5100,23143602
5400,23143602
5600,23143602
5100,23143610
5400,23143610
5600,23143610
5100,23143611
5100,23143612
5400,23143612
5600,23143612
5100,23143620
5400,23143620
5600,23143620
5100,23143621
5100,23143622
5400,23143622
5600,23143622
5100,23143630
5400,23143630
5600,23143630
5100,23143631
5400,23143631
5600,23143631
5100,23143632
5400,23143632
5600,23143632
5100,23143650
5400,23143650
5600,23143650
5100,23143651
5400,23143651
5600,23143651
5100,23143652
5400,23143652
5600,23143652
5300,23143680
5300,23143681
5300,23143682
5100,23143750
5400,23143750
5600,23143750
5100,23143751
5400,23143751
5600,23143751
5100,23143752
5400,23143752
5600,23143752
5100,23143760
5400,23143760
5600,23143760
5100,23143761
5400,23143761
5600,23143761
5100,23143762
5400,23143762
5600,23143762
5400,23144210
5600,23144210
5400,23144220
5600,23144220
5100,23144510
5400,23144510
5600,23144510
5100,23144511
5600,23144511
5100,23144512
5400,23144512
5600,23144512
5100,23144520
5400,23144520
5600,23144520
5100,23144521
5100,23144522
5400,23144522
5600,23144522
5100,23144530
5400,23144530
5600,23144530
5100,23144531
5100,23144532
5400,23144532
5600,23144532
5100,23144540
5400,23144540
5600,23144540
5100,23144541
5100,23144542
5400,23144542
5600,23144542
5100,23144550
5400,23144550
5600,23144550
5100,23144551
5100,23144552
5400,23144552
5600,23144552
5100,23144570
5400,23144570
5600,23144570
5100,23144571
5100,23144572
5400,23144572
5600,23144572
5400,23144630
5600,23144630
5400,23144631
5600,23144631
5400,23144632
5600,23144632
5100,23144640
5400,23144640
5600,23144640
5100,23144641
5400,23144641
5600,23144641
5100,23144642
5400,23144642
5600,23144642
5100,23144660
5400,23144660
5600,23144660
5100,23144661
5400,23144661
5600,23144661
5100,23144662
5400,23144662
5600,23144662
5100,23144830
5400,23144830
5600,23144830
5100,23144831
5400,23144831
5600,23144831
5100,23144832
5400,23144832
5600,23144832
5100,23144840
5400,23144840
5600,23144840
5100,23144841
5400,23144841
5600,23144841
5100,23144842
5400,23144842
5600,23144842
5100,23144850
5400,23144850
5600,23144850
5100,23144851
5400,23144851
5600,23144851
5100,23144852
5400,23144852
5600,23144852
5100,23144990
5500,23144990
5600,23144990
5100,23145010
5400,23145010
5500,23145010
5600,23145010
5100,23146050
5500,23146050
5600,23146050
5100,23147110
5100,23147210
5300,23147260
5300,23147261
5300,23147262
5100,23147270
5100,23147280
5400,23147280
5600,23147280
5100,23147281
5400,23147281
5600,23147281
5100,23147282
5400,23147282
5600,23147282
5100,23147290
5400,23147290
5600,23147290
5100,23147291
5400,23147291
5600,23147291
5100,23147292
5400,23147292
5600,23147292
5100,23147300
5400,23147300
5600,23147300
5100,23147301
5400,23147301
5600,23147301
5100,23147302
5400,23147302
5600,23147302
5400,23147310
5400,23147311
5400,23147312
5100,23147320
5600,23147320
5100,23147321
5600,23147321
5100,23147322
5600,23147322
5100,23147330
5600,23147330
5100,23147331
5600,23147331
5100,23147332
5600,23147332
5100,23147340
5600,23147340
5100,23147341
5600,23147341
5100,23147342
5600,23147342
5100,23147350
5600,23147350
5100,23147351
5600,23147351
5100,23147352
5600,23147352
5600,23147360
5100,23147390
5100,23147400
5100,23147760
5300,23147760
5600,23147760
5100,23147761
5300,23147761
5600,23147761
5100,23147762
5300,23147762
5600,23147762
5100,23147770
5600,23147770
5100,23147771
5600,23147771
5100,23147772
5600,23147772
5100,23147810
5600,23147810
5100,23147811
5600,23147811
5100,23147812
5600,23147812
5100,23148070
5600,23148070
5100,23148071
5600,23148071
5100,23148072
5600,23148072
5400,23148080
5600,23148080
5400,23148081
5600,23148081
5400,23148082
5600,23148082
5400,23148090
5400,23148091
5400,23148092
5100,23148350
5600,23148350
5100,23148351
5600,23148351
5100,23148352
5600,23148352
5100,23148360
5300,23148360
5600,23148360
5100,23148361
5300,23148361
5600,23148361
5100,23148362
5300,23148362
5600,23148362
5100,23148370
5600,23148370
5100,23148371
5600,23148371
5100,23148372
5600,23148372
5100,23148380
5600,23148380
5100,23148381
5600,23148381
5100,23148382
5600,23148382
5100,23148390
5600,23148390
5100,23148391
5600,23148391
5100,23148392
5600,23148392
5100,23148410
5600,23148410
5100,23148411
5600,23148411
5100,23148412
5600,23148412
5500,23148420
5500,23148421
5500,23148422
5500,23148430
5600,23148430
5600,23148431
5600,23148432
5100,23148440
5100,23148441
5100,23148442
5500,23148450
5500,23148451
5500,23148452
5500,23148460
5500,23148461
5500,23148462
5100,23148470
5100,23148471
5100,23148472
5500,23148480
5500,23148481
5500,23148482
5500,23148490
5500,23148491
5500,23148492
5100,23148495
5100,23148510
5100,23148511
5100,23148512
5100,23148515
5100,23148516
5100,23148517
5100,23148520
5100,23148521
5100,23148522
5100,23148530
5100,23148531
5100,23148532
5400,23148540
5400,23148541
5400,23148542
5100,23148610
5100,23148611
5100,23148612
5100,23148620
5100,23148621
5100,23148622
5100,23148630
5100,23148631
5100,23148632
5100,23148640
5100,23148641
5100,23148642
5100,23148650
5100,23148660
5500,23148660
5500,23149180
5500,23149181
5500,23149182
5500,23149190
5500,23149191
5500,23149192
5100,23149200
5100,23149201
5100,23149202
5100,23149250
5100,23149251
5100,23149252
5100,23149260
