Material,Created On,Created By,Last Change,Changed By,Compl. maint. status,Maintenance status,DF at client level,Material Type,Industry,Material Group,Old material number,Base Unit of Measure,Order Unit,Document,Document type,Doc. Version,Page format,Document change no.,Page number,Number of sheets,Prod./insp. memo,Page format.1,Size/dimensions,Basic material,Industry Std Desc.,Lab/Office,Purchasing value key,Gross Weight,Net Weight,Unit of Weight,Volume,Volume Unit,Container reqmts,Storage conditions,Temp. conditions,Low-Level Code,Transportation Group,Haz. material number,Division,Competitor,EAN number,Number of GR slips,Procurement rule,Source of supply,Season,Label type,Label form,Field deactivated,EAN/UPC,EAN Category,Length,Width,Height,Unit of Dimension,Product Hierarchy,Stock Transfer Net Change Costing,CAD Indicator,QM proc. active,Allowed pkg weight,Unit of weight,Allowed pkg volume,Volume unit,Excess wt tolerance,Excess volume tol.,Variable Purchase Order Unit,Revision Level Assgd,Material is configurable,Batch management,Packaging mat. type,Maximum level,Stackability factor,Matl Grp Pack.Matls,Authorization Group,Valid From,Valid to,Season Year,Price Band Category,With empties BOM,Ext. Material Group,Cross-plant CM,Material Category,Co-product,Follow-up material,Pricing Ref. Matl,X-plant matl status,X-distr.chain status,Valid from,Valid from.1,Tax classification,Catalog profile,Min. Rem. Shelf Life,Total shelf life,Storage percentage,Content unit,Net contents,ComparisonPriceUnit,Labeling matl grpg,Gross contents,Conversion Method,Internal object no.,Environmentally rlvt,Product allocation,Pricing profile,Qual.f.FreeGoodsDis.,Manufacturer Part No.,Manufacturer,Int. material number,Mfr Part Profile,Units of meas. usage,Rollout,DG indicator profile,Highly viscous,In bulk/liquid,Serialization level,Closed,Appr.batch rec. req.,Assign effect. vals,Material completion level,Period Ind. for SLED,Rounding rule SLED,Product Composition,Gen. item cat. grp,Logistical variants,Material is locked,Indicator for relevance in CM,Assortment List Type,Expiration Date,EAN Variant,Generic Material,Reference matl for packing,GDS-Relevant,Origin Acceptance,Standard HU Type,Pilferable,WH Storage Condition,WH Material Group,Handling Indicator,Rel. for HS,Handling Unit Type,Varb. Tare Weight,Maximum Capacity,Overcapacity Toler.,Max. Pack. Length,Max. Pack. Width,Max. Pack. Height,Unit of Measurement,Country of origin,Material freight grp,Quarant. Per.,Quarantine Time Unit,Quality Inspection Group,Serial No. Profile,Form Name,Logistics Unit of Measure,Material Is a CW Material,CW Profile for CW Quantity,Catch Weight Tolerance Group,Adjustment Profile (Merchandise Distr.),Intellectual Property,Variant Price Allowed,Medium,Physical Commodity,Cont. Non-Textile Parts of Animal Origin,Textile Composition Maintenance Active,Segmentation Structure,Segmentation Strategy,Segmentation Status,Segmentation Strategy Scope,Segmentation Relevant,ANP Code,Fashion Attribute 1,Fashion Attribute 2,Fashion Attribute 3,Season Usage,Season Active in Inventory Management,Material Conv. ID,Protected Species Management Code,Loading Units,Loading Unit Group,Structure Category,Tolerance Type ID,Counting Group,DSD Grouping,Tilting Allowed,No Stacking,Only Bottom Layer,Only Top Layer,Stacking Factor,Load without PKM,PKM Overhang Depth,PKM Overhang Width,Max. Stacking Height,Min. Stacking Height,Max.StackH Tolerance,No. Mat / Closed PKM,VSO Unit of Measure,Closed PKM Required,Packaging Code,DG Packaging Status,Material Condition Mgmt,Return Code,Return to Logistics Level,NATO Item ID Number,Spare Part Class Code,Form-Fit-Function class,Supersession chain number,Creation Status,Int. Char. Number,Int. Char. Number.1,Int. Char. Number.2,Color,Main Size,Second Size,Free Charact. Value,Care Code,Brand,Component 1,Percentage Share 1,Component 2,Percentage Share 2,Component 3,Percentage Share 3,Component 4,Percentage Share 4,Component 5,Percentage Share 5,Fashion Grade,Serialization Type,Synchronization Active,Last Synchronization Time,Indicator Changed Since Integration,Profile Relevant Country,Product Category,catalog,Strength / Presentation,Grade,Pack Size,Time,Material Description,Material description,Purchase Order Text,Short=Long,Count Short,Count long,Created for/extended to GMP Plant,CAS number (pharm.),Countif CAS,Blocked in Plant level,Blocked in client level,Blocking indicators,dup_group,count
630004498,4/7/2014,BATCH_MM,8/2/2024,VINAKUMA,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,ZM00,0,0,KG,0,,,Z1,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,"2,6-Dichlorothiobenzamide","2,6-DICHLOROTHIOBENZAMIDE","2,6-dichlorothiobenzamide",TRUE,1,1,630004498,1918-13-4,1,,,,591,3
630002876,4/7/2014,BATCH_MM,8/2/2024,VINAKUMA,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,ZM00,0,0,KG,0,,,Z1,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,"1-methylpiperazine-2,3-dione","1-METHYLPIPERAZINE-2,3-DIONE","1-methylpiperazine-2,3-dione",TRUE,1,1,630002876,59702-29-3,1,,,,276,2
630002879,4/7/2014,BATCH_MM,8/1/2024,VINAKUMA,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z1,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,1-METHYLPIPERIDINE-3-CARBOXYLIC ACID,1-METHYLPIPERIDINE-3-CARBOXYLIC ACID,1-methylpiperidine-3-carboxylic acid,TRUE,1,1,630002879,5657-70-5,1,,,,215,2
630003324,4/7/2014,BATCH_MM,7/31/2024,VINAKUMA,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,ZM00,0,0,KG,0,,,Z3,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,2-(CHLOROMETHYL)-1-METHYL-1H-IMIDAZOLE,2-(CHLOROMETHYL)-1-METHYL-1H-IMIDAZOLE,2-(chloromethyl)-1-methyl-1h-imidazole,TRUE,1,1,630003324,19225-92-4,1,,,,368,2
630002883,4/7/2014,BATCH_MM,3/17/2023,SREENM,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z2,,2,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,1-METHYLPYRAZOLE-4-BORONICACID PINACOL E,1-METHYLPYRAZOLE-4-BORONICACID PINACOL E,1-methylpyrazole-4-boronicacid pinacol ester,FALSE,1,1,630002883,761446-44-0,1,,,,200,3
630004331,4/7/2014,BATCH_MM,4/10/2023,PRATHVS,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z1,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,"2,5-DIFLUOROBENZENEBORONIC ACID","2,5-DIFLUOROBENZENEBORONIC ACID","2,5-difluorobenzeneboronic acid",TRUE,1,1,630004331,193353-34-3,1,,,,575,3
630002468,4/7/2014,BATCH_MM,8/2/2024,VINAKUMA,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,ZM00,0,0,KG,0,,,Z1,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,1-CYCLOHEXYLETHANOL,1-CYCLOHEXYLETHANOL,1-cyclohexylethanol,TRUE,1,1,630002468,193-81-3,1,,,,268,2
630002250,4/7/2014,BATCH_MM,3/17/2023,SREENM,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z1,,1,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,"1-BROMO-2,6-DICHLOROBENZENE","1-BROMO-2,6-DICHLOROBENZENE","1-bromo-2,6-dichlorobenzene",TRUE,1,1,630002250,19393-92-1,1,,,,242,4
630007412,4/7/2014,BATCH_MM,3/17/2023,SREENM,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z3,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,2-THIOPHENEBORONIC ACID PINACOL ESTER,2-THIOPHENEBORONIC ACID PINACOL ESTER,2-thiopheneboronic acid pinacol ester,TRUE,1,1,630007412,193978-23-3,1,,,,900,2
630006303,4/7/2014,BATCH_MM,7/30/2024,VINAKUMA,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z2,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,2-ETHYNYLPYRIDINE,2-ETHYNYLPYRIDINE,2-ethynylpyridine,TRUE,1,1,630006303,1945-84-2,1,,,,839,2
630007885,4/7/2014,BATCH_MM,10/16/2024,SHWSAL,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z1,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,"3,3-DIAMINODIPHENYLMETHANE","3,3-DIAMINODIPHENYLMETHANE","3,3-diaminodiphenylmethane",TRUE,1,1,630007885,19471-12-6,1,,,,915,2
630004062,4/7/2014,BATCH_MM,3/17/2023,SREENM,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z1,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,"2,4-DICHLORO-5-METHOXYPYRIMIDINE","2,4-DICHLORO-5-METHOXYPYRIMIDINE","2,4-dichloro-5-methoxypyrimidine",TRUE,1,1,630004062,19646-07-2,1,,,,512,4
630002914,4/7/2014,BATCH_MM,3/17/2023,SREENM,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z2,,5,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,1-N-BOC-4-CYANOPIPERIDINE,1-N-BOC-4-CYANOPIPERIDINE,1-n-boc-4-cyanopiperidine,TRUE,1,1,630002914,91419-52-2,1,,,,330,2
630004099,4/7/2014,BATCH_MM,7/30/2024,VINAKUMA,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z2,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,"2,4-DICHLOROBENZYL ISOCYANATE","2,4-DICHLOROBENZYL ISOCYANATE","2,4-dichlorobenzyl isocyanate",TRUE,1,1,630004099,19654-32-1,1,,,,517,3
630002952,4/7/2014,BATCH_MM,4/23/2024,PRATHVS,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z1,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLICACID(I),1-PHENYL-1H-PYRAZOLE-4-CARBOXYLICACID(I),1-phenyl-1h-pyrazole-4-carboxylicacid(i),TRUE,1,1,630002952,1134-50-5,1,,,,273,3
630002275,4/7/2014,BATCH_MM,3/17/2023,SREENM,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z1,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,1-BROMO-2-PROPANOL,1-BROMO-2-PROPANOL,1-bromo-2-propanol,TRUE,1,1,630002275,19686-73-8,1,,,,190,3
630002960,4/7/2014,BATCH_MM,9/3/2024,PRATHVS,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z1,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,1-PHENYL-2-PYRROLIDINONE,1-PHENYL-2-PYRROLIDINONE,1-phenyl-2-pyrrolidinone,TRUE,1,1,630002960,4641-57-0,1,,,,222,3
630000508,4/7/2014,BATCH_MM,7/30/2024,VINAKUMA,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z2,1,5,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,(R)- (+)-2-METHYL-2-PROPANESULFINAMIDE,(R)- (+)-2-METHYL-2-PROPANESULFINAMIDE,(r)- (+)-2-methyl-2-propanesulfinamide,TRUE,1,1,630000508,196929-78-9,1,,,,44,1
630004793,4/7/2014,BATCH_MM,8/2/2024,VINAKUMA,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,ZM00,0,0,KG,0,,,Z1,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,2-AMINO-3-CHLOROBENZAMIDE,2-AMINO-3-CHLOROBENZAMIDE,2-amino-3-chlorobenzamide,TRUE,1,1,630004793,19694-10-1,1,,,,633,2
630002974,4/7/2014,BATCH_MM,8/2/2024,VINAKUMA,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,MG,,,,,,,,0,,,,,,,ZM00,0,0,KG,0,,,Z1,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,1-PHENYLPIPERIDIN-4-AMINE,1-PHENYLPIPERIDIN-4-AMINE,1-phenylpiperidin-4-amine,TRUE,1,1,630002974,63921-23-3,1,,,,221,1
630002981,4/7/2014,BATCH_MM,7/30/2024,VINAKUMA,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z1,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,1-PIPERIDINE ACETIC ACID,1-PIPERIDINE ACETIC ACID,1-piperidine acetic acid,TRUE,1,1,630002981,3235-67-4,1,,,,234,1
630004113,4/7/2014,BATCH_MM,10/12/2023,PRATHVS,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z1,,1,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,14:04:02,"2,4-DICHLOROPHENYLACETIC ACID","2,4-DICHLOROPHENYLACETIC ACID","2,4-dichlorophenylacetic acid",TRUE,1,1,630004113,19719-28-9,1,,,,519,5
630002993,4/7/2014,BATCH_MM,8/2/2024,VINAKUMA,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,ZM00,0,0,KG,0,,,Z2,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,1-PROPYL-4-PIPERIDONE,1-PROPYL-4-PIPERIDONE,1-propyl-4-piperidone,TRUE,1,1,630002993,23133-37-1,1,,,,298,2
630004307,4/7/2014,BATCH_MM,3/17/2023,SREENM,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z2,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,"2,5-DICHLOROPYRAZINE","2,5-DICHLOROPYRAZINE","2,5-dichloropyrazine",TRUE,1,1,630004307,19745-07-4,1,,,,455,4
630003006,4/7/2014,BATCH_MM,7/30/2024,VINAKUMA,KDELBSVQGZXCP,KDELBSVQGCP,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z2,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,1S(+)-2-AZABICYCLO[2.2.1]HEPT-5-EN-3-ONE,1S(+)-2-AZABICYCLO[2.2.1]HEPT-5-EN-3-ONE,1s(+)-2-azabicyclo[2.2.1]hept-5-en-3-one,TRUE,1,1,630003006,130931-83-8,1,,,,9,3
630002284,4/7/2014,BATCH_MM,3/12/2024,HARSPR,KDELBSVQGZXC,KDELBSVQGC,,ZRDM,P,Z013,,G,,,,,,,,0,,,,,,,,0,0,KG,0,,,Z1,,1,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,0:00:00,"1-BROMO-3,5-DICHLOROBENZENE","1-BROMO-3,5-DICHLOROBENZENE","1-bromo-3,5-dichlorobenzene",TRUE,1,1,630002284,19752-55-7,1,,,,242,3
